,"SegmentID","OldID","Longitude","Latitude","District","Upazila","RefLevel","ParaHeight","StartYear","EndYear"
0,"SY056","SY056",91.94,24.98,"Sylhet","Kotwali",30,0.2,1965,2019
1,"DI013","DI013",88.29,26.19,"Thakurgaon","Baliadangi",56.91,0.3,1965,2018
2,"DI007","DI007",88.37,26.27,"Panchagarh","Atwari",69.11,0.41,1965,2018
3,"DI011","DI011",88.55,26.15,"Thakurgaon","Thakurgaon Sadar",64.24,0.3,1965,2018
4,"DI017","DI017",88.49,26.1,"Thakurgaon","Thakurgaon Sadar",56.48,0.25,1965,2018
5,"DI019","DI019",88.54,26.1,"Thakurgaon","Thakurgaon Sadar",55.42,0.45,1965,2018
6,"DI003","DI003",88.6,26.45,"Panchagarh","Panchagarh Sadar",82.05,0.46,1965,2018
7,"DI012","DI012",88.61,26.2,"Panchagarh","Boda",61.41,0.28,1965,2018
8,"DI009","DI009",88.42,26.25,"Panchagarh","Atwari",63.43,0.3,1965,2018
9,"RJ028","RJ028",88.63,24.58,"Rajshahi","Mohanpur",16.96,0.45,1965,2018
10,"RJ026","RJ026",89.2,24.61,"Natore","Singra",13.98,0.4,1965,2018
11,"RJ023","RJ023",88.68,24.63,"Rajshahi","Mohanpur",16.39,0.81,1965,2018
12,"RJ008","RJ008",88.85,25.18,"Naogaon","Dhamoirhat",22.17,0.3,1965,2018
13,"RJ020","RJ020",88.57,24.82,"Naogaon","Niamatpur",18.97,0.45,1965,2018
14,"RJ013","RJ013",88.67,25.02,"Naogaon","Patnitala",21.97,0.83,1965,2018
15,"RJ018","RJ018",88.81,24.88,"Naogaon","Mahadebpur",17.64,0.45,1965,2018
16,"RJ010","RJ010",88.64,25.05,"Naogaon","Patnitala",22.76,0.45,1965,2018
17,"RJ003","RJ003",88.92,25.14,"Naogaon","Dhamoirhat",23.92,0.45,1965,2018
18,"RJ029","RJ029",88.85,24.52,"Rajshahi","Baghmara",15.36,0.45,1965,2018
19,"RJ021","RJ021",88.9,24.76,"Naogaon","Naogaon Sadar",16.72,0.45,1965,2018
20,"RJ030","RJ030",89.14,24.57,"Natore","Singra",12.35,0.45,1965,2018
21,"RJ002","RJ002",88.74,25.17,"Naogaon","Dhamoirhat",27.58,0.45,1965,2018
22,"RJ025","RJ025",88.96,24.66,"Naogaon","Atrai",13.15,0.47,1965,2018
23,"RJ011","RJ011",88.72,25.04,"Naogaon","Patnitala",20.16,0.45,1965,2018
24,"RA-09","RA-09",88.91,26.13,"Nilphamari","Dimla",55.31,0.85,1965,2018
25,"DI002","DI002",88.44,26.47,"Panchagarh","Tentulia",85.63,0.45,1965,2018
26,"DI016","DI016",88.31,25.97,"Thakurgaon","Ranisankail",51.08,0.34,1965,2018
27,"RA-16","RA-16",89.06,26,"Nilphamari","Jaldhaka",48.06,0.46,1965,2018
28,"RJ015","RJ015",88.95,25.02,"Naogaon","Badalgachhi",19.99,0.37,1965,2018
29,"RA-04","RA-04",88.81,26.26,"Nilphamari","Domar",63.58,0.8,1965,2018
30,"DI015","DI015",88.28,26.11,"Thakurgaon","Baliadangi",53.37,0.4,1965,2018
31,"RA-14","RA-14",88.82,26.04,"Nilphamari","Domar",53.47,0.76,1965,2018
32,"RA-03","RA-03",88.82,26.06,"Nilphamari","Dimla",62.7,0.86,1965,2018
33,"DI004","DI004",88.41,26.33,"Panchagarh","Atwari",63.78,0.45,1965,2018
34,"RA-05","RA-05",88.88,26.2,"Nilphamari","Domar",58.84,0.92,1965,2018
35,"RJ007","RJ007",88.64,25.1,"Naogaon","Patnitala",23.82,0.45,1965,2018
36,"DI024","DI024",88.48,26.19,"Thakurgaon","Thakurgaon Sadar",65.27,0.5,1966,2018
37,"DI021","DI021",88.37,26.08,"Thakurgaon","Thakurgaon Sadar",56.05,0.38,1966,2018
38,"DI027","DI027",88.68,26.36,"Panchagarh","Panchagarh Sadar",71.86,0.48,1966,2018
39,"SY057","SY057",91.88,24.96,"Sylhet","Kotwali",12.46,0.46,1965,2018
40,"DI028","DI028",88.65,26.17,"Panchagarh","Boda",61.55,0.34,1966,2018
41,"RJ063","RJ063",88.67,24.84,"Naogaon","Manda",17.6,0.45,1966,2018
42,"RJ060","RJ060",88.96,24.92,"Naogaon","Badalgachhi",18.98,0.45,1966,2018
43,"RJ042","RJ042",88.41,24.58,"Rajshahi","Godagari",35.34,0.45,1966,2018
44,"RJ045","RJ045",88.43,24.74,"Nawabganj","Nachole",34.04,0.33,1966,2018
45,"RJ058","RJ058",88.69,24.94,"Naogaon","Mahadebpur",19.2,0.45,1966,2018
46,"RJ055","RJ055",88.81,25.03,"Naogaon","Patnitala",19.55,0.45,1966,2018
47,"RJ039","RJ039",88.53,24.68,"Rajshahi","Tanore",20.67,0.45,1966,2018
48,"RJ062","RJ062",88.9,24.84,"Naogaon","Naogaon Sadar",15.96,0.2,1966,2018
49,"RJ057","RJ057",88.77,24.93,"Naogaon","Mahadebpur",19.92,0.45,1966,2018
50,"RJ043","RJ043",88.34,24.66,"Nawabganj","Nawabganj Sadar",39.07,0.45,1966,2018
51,"RJ056","RJ056",88.73,24.9,"Naogaon","Mahadebpur",19.92,0.45,1966,2018
52,"RJ037","RJ037",88.58,24.49,"Rajshahi","Paba",16.84,0.36,1966,2018
53,"RJ054","RJ054",88.72,25.1,"Naogaon","Patnitala",21.81,0.45,1966,2018
54,"RA-08","RA-08",88.84,26.22,"Nilphamari","Domar",58.51,0.45,1965,2017
55,"RA-13","RA-13",88.84,26.11,"Nilphamari","Domar",55.5,0.83,1965,2017
56,"RJ041","RJ041",88.43,24.68,"Nawabganj","Nachole",39.54,0.3,1966,2018
57,"RJ061","RJ061",88.9,24.9,"Naogaon","Naogaon Sadar",16.84,0.58,1966,2018
58,"RA-11","RA-11",89.04,26.12,"Nilphamari","Dimla",50.13,0.61,1966,2018
59,"RJ005","RJ005",88.92,25.09,"Naogaon","Dhamoirhat",21.63,0.45,1965,2017
60,"DI005","DI005",88.73,26.34,"Panchagarh","Panchagarh Sadar",48.39,0.4,1965,2017
61,"RA-22","RA-22",88.97,26.08,"Nilphamari","Jaldhaka",50.28,0.51,1966,2018
62,"MY005","MY005",90.7,25.08,"Netrakona","Durgapur",13.84,0.46,1966,2019
63,"RJ079","RJ079",88.18,24.64,"Nawabganj","Shibganj",22.9,0.35,1966,2018
64,"FA003","FA003",89.64,23.76,"Rajbari","Rajbari Sadar",10.85,0.57,1966,2019
65,"RJ080","RJ080",88.43,24.4,"Rajshahi","Godagari",20.84,0.45,1966,2018
66,"MY017","MY017",90.71,24.47,"Kishoreganj","Hossainpur",12.56,0.46,1966,2019
67,"DH007","DH007",90.07,23.83,"Manikganj","Manikganj Sadar",9.73,0.46,1966,2019
68,"MY002","MY002",90.84,24.97,"Netrakona","Barhatta",9.8,0.46,1966,2019
69,"RJ067","RJ067",88.7,24.43,"Rajshahi","Paba",16.74,0.45,1966,2018
70,"RJ024","RJ024",88.89,24.66,"Naogaon","Atrai",12.81,0.46,1966,2018
71,"MY010","MY010",90.91,24.48,"Kishoreganj","Karimganj",10,0.46,1966,2019
72,"MY012","MY012",90.82,24.33,"Kishoreganj","Katiadi",8.52,0.46,1966,2019
73,"DH006","DH006",90.01,23.87,"Manikganj","Manikganj Sadar",10,0.15,1966,2019
74,"JA001","JA001",90.14,24.82,"Jamalpur","Jamalpur Sadar",17.46,0.46,1966,2019
75,"RJ082","RJ082",89.21,24.25,"Natore","Baraigram",12.23,0.3,1966,2018
76,"FA005","FA005",89.59,23.61,"Rajbari","Baliakandi",7.7,0.46,1966,2019
77,"FA010","FA010",89.56,23.73,"Rajbari","Baliakandi",9.56,0.71,1966,2019
78,"FA002","FA002",89.66,23.72,"Rajbari","Goalandaghat",10.38,0.46,1966,2019
79,"MY003","MY003",90.75,24.95,"Netrakona","Netrokona Sadar",10.4,0.46,1966,2018
80,"FA012","FA012",89.72,23.22,"Gopalganj","Kashiani",7.25,0.46,1966,2019
81,"RA-01","RA-01",88.98,26.43,"Lalmonirhat","Patgram",64.49,0.61,1966,2018
82,"DH010","DH010",90.54,24.18,"Gazipur","Sreepur",9.97,0.46,1966,2019
83,"RA-17","RA-17",89.24,26.06,"Lalmonirhat","Hatibandha",45.47,0.76,1966,2018
84,"FA006","FA006",89.57,23.6,"Faridpur","Madhukhali",9.68,0.45,1966,2019
85,"TA006","TA006",90,24.34,"Tangail","Kalihati",12.56,0.46,1966,2018
86,"FA009","FA009",89.58,23.69,"Rajbari","Baliakandi",9.97,0.46,1966,2019
87,"RA-21","RA-21",88.99,26.17,"Nilphamari","Dimla",54.08,0.38,1966,2018
88,"FA001","FA001",89.85,23.6,"Faridpur","Faridpur Sadar",8.48,0.46,1967,2019
89,"JE002","JE002",89.44,23.13,"Narail","Narail Sadar",5.55,0.46,1966,2018
90,"MY013","MY013",90.99,24.24,"Kishoreganj","Bajitpur",10.13,0.61,1966,2018
91,"RA-18","RA-18",89.22,26.1,"Lalmonirhat","Hatibandha",45.18,0.4,1966,2018
92,"DH012","DH012",90.78,24,"Narsingdi","Shibpur",7.26,0.46,1966,2018
93,"JE004","JE004",89.23,23.48,"Jhenaidah","Jhenaidah Sadar",9.27,0.46,1966,2018
94,"MY022","MY022",90.37,25.08,"Mymensingh","Haluaghat",13,0.46,1966,2018
95,"DH009","DH009",90.48,24.22,"Gazipur","Sreepur",9.92,0.46,1966,2018
96,"DI029","DI029",88.75,26.19,"Panchagarh","Debiganj",57.78,0.41,1966,2018
97,"RJ084","RJ084",88.6,24.39,"Rajshahi","Boalia",17.55,0.53,1966,2018
98,"MY015","MY015",90.88,24.18,"Kishoreganj","Kuliarchar",7.51,0.46,1966,2018
99,"DH011","DH011",90.51,24.17,"Gazipur","Sreepur",8.66,0.2,1966,2018
100,"RA-07","RA-07",89.12,26.19,"Lalmonirhat","Hatibandha",52.53,0.5,1966,2018
101,"MY019","MY019",90.82,24.28,"Kishoreganj","Katiadi",9.08,0.45,1966,2018
102,"RA-23","RA-23",88.99,26.08,"Nilphamari","Jaldhaka",51.55,0.84,1966,2017
103,"RA-24","RA-24",88.87,26.14,"Nilphamari","Domar",45.45,0.61,1966,2017
104,"RA-19","RA-19",88.92,26.1,"Nilphamari","Jaldhaka",47.29,0.38,1965,2017
105,"JE003","JE003",89.2,23.39,"Jhenaidah","Kaliganj",9.35,0.46,1966,2018
106,"KT005","KT005",88.93,23.74,"Chuadanga","Alamdanga",14.14,0.46,1967,2018
107,"RJ086","RJ086",88.55,24.57,"Rajshahi","Tanore",19.56,0.3,1966,2018
108,"DI023","DI023",88.47,26.15,"Thakurgaon","Thakurgaon Sadar",61.74,0.46,1967,2018
109,"DI025","DI025",88.56,25.65,"Dinajpur","Biral",37.16,0.45,1966,2017
110,"RJ072","RJ072",88.56,24.88,"Naogaon","Niamatpur",36.02,0.46,1966,2018
111,"DI050","DI050",88.33,25.84,"Thakurgaon","Pirganj",50.5,0.45,1967,2018
112,"DI038","DI038",88.62,26.01,"Dinajpur","Birganj",44.18,0.5,1967,2018
113,"DI022","DI022",88.41,26.17,"Thakurgaon","Thakurgaon Sadar",59.4,0.58,1966,2017
114,"PA005","PA005",89.45,24.33,"Sirajganj","Ullahpara",13.61,0.38,1967,2018
115,"DI036","DI036",88.64,25.77,"Dinajpur","Kaharole",42.48,0.32,1967,2018
116,"KT006","KT006",88.89,23.65,"Chuadanga","Chuadanga Sadar",15.9,0.42,1967,2018
117,"DI034","DI034",88.67,25.57,"Dinajpur","Dinajpur Sadar",30.67,0.63,1967,2018
118,"DI057","DI057",88.88,25.46,"Dinajpur","Fulbari",29.81,0.35,1967,2018
119,"DI041","DI041",88.78,25.7,"Dinajpur","Chirirbandar",41.24,0.52,1967,2018
120,"PA009","PA009",89.29,24.27,"Pabna","Chatmohar",12.72,0.45,1967,2018
121,"PA015","PA015",89.72,24.49,"Sirajganj","Sirajganj Sadar",15.1,0.45,1967,2018
122,"PA014","PA014",89.66,24.39,"Sirajganj","Kamarkhanda",13.34,0.45,1967,2018
123,"PA006","PA006",89.27,24.13,"Pabna","Atgharia",12.9,0.45,1967,2018
124,"PA003","PA003",89.66,24.06,"Pabna","Bera",10.81,0.45,1967,2018
125,"PA002","PA002",89.57,24.02,"Pabna","Santhia",10.65,0.45,1967,2018
126,"PA016","PA016",89.54,24.52,"Sirajganj","Royganj",14.18,0.45,1967,2018
127,"DI032","DI032",88.73,26.1,"Panchagarh","Debiganj",57.4,0.65,1966,2017
128,"RJ089","RJ089",89.25,24.42,"Natore","Gurudaspur",14.23,0.21,1967,2018
129,"DI047","DI047",88.45,25.82,"Dinajpur","Bochaganj",37.4,0.38,1967,2018
130,"MY008","MY008",90.64,24.61,"Mymensingh","Ishwarganj",13,0.46,1966,2018
131,"RA-40","RA-40",89.56,25.13,"Gaibandha","Saghatta",22,0.69,1967,2018
132,"FA011","FA011",89.46,23.7,"Rajbari","Pangsha",11.35,0.46,1966,2018
133,"DI043","DI043",88.81,25.65,"Dinajpur","Chirirbandar",41.9,0.5,1967,2018
134,"RA-34","RA-34",89.39,25.71,"Rangpur","Pirgachha",28.62,0.35,1967,2018
135,"RA-32","RA-32",89.49,25.94,"Lalmonirhat","Lalmonirhat Sadar",33.84,0.93,1967,2018
136,"RA-33","RA-33",89.44,25.8,"Lalmonirhat","Lalmonirhat Sadar",31.53,0.38,1967,2018
137,"RA-46","RA-46",89.05,25.81,"Rangpur","Taraganj",39.82,0.4,1967,2018
138,"RA-41","RA-41",89.48,25.32,"Gaibandha","Gaibandha Sadar",21.13,0.61,1967,2018
139,"BO008","BO008",89.07,25.23,"Joypurhat","Panchbibi",23.5,0.76,1967,2018
140,"RA-48","RA-48",89.17,25.79,"Rangpur","Rangpur Sadar",34.8,0.4,1967,2018
141,"RA-29","RA-29",88.91,25.78,"Nilphamari","Saidpur",41,0.87,1967,2018
142,"RA-47","RA-47",89.21,25.9,"Rangpur","Gangachara",37.59,0.37,1967,2018
143,"RA-37","RA-37",89.7,25.8,"Kurigram","Kurigram Sadar",27.71,0.56,1967,2018
144,"DI052","DI052",88.7,25.62,"Dinajpur","Dinajpursadar",31.2,0.45,1967,2018
145,"BO001","BO001",89.39,24.62,"Bogra","Sherpur",17.22,0.45,1967,2018
146,"RA-38","RA-38",89.63,25.66,"Kurigram","Ulipur",26.55,0.77,1967,2018
147,"RA-44","RA-44",88.85,25.97,"Nilphamari","Nilphamari Sadar",48.56,0.76,1967,2018
148,"BO003","BO003",89.34,24.89,"Bogra","Bogra Sadar",15.8,0.3,1967,2018
149,"BO004","BO004",89.49,25.01,"Bogra","Sonatola",17.9,0.3,1967,2018
150,"DI059","DI059",89.07,25.29,"Dinajpur","Hakimpur",23.85,0.5,1967,2018
151,"RA-35","RA-35",89.46,25.55,"Gaibandha","Sundarganj",27.34,0.5,1967,2018
152,"BO007","BO007",89.06,25.13,"Joypurhat","Joypurhat Sadar",21.11,0.68,1967,2018
153,"DI037","DI037",88.67,25.95,"Dinajpur","Birganj",44.43,0.38,1967,2018
154,"RJ066","RJ066",88.69,24.68,"Naogaon","Manda",14.98,0.45,1966,2017
155,"DI044","DI044",88.85,25.76,"Dinajpur","Chirirbandar",38.59,0.55,1967,2017
156,"RA-28","RA-28",89.23,25.79,"Rangpur","Rangpur Sadar",36.82,0.45,1967,2017
157,"MY020","MY020",90.34,24.91,"Mymensingh","Phulpur",15.64,0.46,1966,2017
158,"RA-31","RA-31",89.07,25.68,"Rangpur","Badarganj",35.26,0.73,1967,2017
159,"BO005","BO005",89.54,25.01,"Bogra","Sonatola",18.26,0.55,1967,2017
160,"DI035","DI035",88.64,25.6,"Dinajpur","Dinajpur Sadar",38.84,0.35,1967,2017
161,"BO002","BO002",89.58,24.74,"Bogra","Dhunat",15.21,0.55,1967,2017
162,"DI053","DI053",88.46,25.73,"Dinajpur","Bochaganj",42.74,0.45,1967,2017
163,"RA-36","RA-36",89.66,25.97,"Kurigram","Nageshwari",29.62,0.48,1967,2017
164,"RA-12","RA-12",89.13,26.11,"Lalmonirhat","Hatibandha",47.98,0.53,1966,2015
165,"RA-42","RA-42",89.39,25.13,"Gaibandha","Gobindaganj",21.2,0.45,1967,2016
166,"DH015","DH015",90.37,23.79,"Dhaka","Mirpur",7.47,0.6,1969,2018
167,"JA007","JA007",89.81,24.98,"Jamalpur","Melandaha",19.07,0.06,1971,2019
168,"JA005","JA005",90.2,25.17,"Sherpur","Nalitabari",24,0.46,1971,2019
169,"TA002","TA002",90.04,24.18,"Tangail","Basail",10.4,0.46,1971,2019
170,"MY031","MY031",90.68,24.55,"Mymensingh","Nandail",10.92,0.46,1971,2019
171,"TA001","TA001",90.23,24.19,"Tangail","Mirzapur",11.47,0.46,1971,2019
172,"RJ071_0","RJ071",88.99,24.53,"Natore","Natoresadar",14.53,0.3,1966,2014
173,"RJ065_0","RJ065",88.69,24.75,"Naogaon","Manda",15.84,0.32,1966,2014
174,"MY024","MY024",90.39,24.8,"Mymensingh","Mymensingh Sadar",13.63,0.46,1971,2018
175,"MY030","MY030",90.19,24.78,"Mymensingh","Muktagachha",14.38,0.53,1971,2018
176,"CT001","CT001",92.04,21.42,"Cox'Sbazar","Ramu",8.34,0.46,1971,2018
177,"RJ014","RJ014",88.75,24.98,"Naogaon","Mahadebpur",17.85,0.45,1965,2013
178,"MY027","MY027",91.06,24.52,"Kishoreganj","Itna",8.65,0.46,1971,2018
179,"MY029","MY029",90.56,24.46,"Mymensingh","Gaffargaon",16.13,0.46,1971,2018
180,"RJ085_0","RJ085",88.61,24.42,"Rajshahi","Paba",16.51,0.31,1966,2013
181,"KT002_0","KT002",89.01,24.01,"Kushtia","Bheramara",14.84,0.4,1967,2014
182,"JA006","JA006",89.82,24.78,"Jamalpur","Sarishabari",17.11,0.46,1972,2019
183,"CT008","CT008",92.04,21.72,"Cox'Sbazar","Chakaria",2.68,0.46,1972,2019
184,"CT009","CT009",92.01,21.78,"Cox'Sbazar","Chakaria",5.66,0.62,1972,2019
185,"TA009","TA009",89.87,24.22,"Tangail","Tangail Sadar",12.53,0.46,1972,2019
186,"TA010","TA010",90.06,24.32,"Tangail","Kalihati",12.55,0.61,1972,2019
187,"JA008","JA008",89.79,25.23,"Jamalpur","Dewanganj",20.83,0.46,1971,2017
188,"TA007_2","TA007",90.06,24.26,"Tangail","Basail",11.48,0.25,1973,2018
189,"KH005","KH005",89.39,22.89,"Khulna","Daulatpur",3.78,0.46,1973,2018
190,"KH007","KH007",89.42,22.78,"Khulna","Dumuria",3.1,0.46,1973,2018
191,"FA015","FA015",89.5,23.78,"Rajbari","Pangsha",11.53,0.46,1973,2019
192,"FA018","FA018",89.67,23.37,"Faridpur","Boalmari",8.39,0.46,1973,2019
193,"FA019","FA019",90.05,23.47,"Faridpur","Sadarpur",8.05,0.46,1973,2019
194,"FA017","FA017",89.78,23.55,"Faridpur","Faridpur Sadar",8.5,0.46,1973,2019
195,"TA008","TA008",89.93,24.08,"Tangail","Delduar",16.65,0.46,1972,2018
196,"JE007","JE007",89.09,23.62,"Jhenaidah","Harinakunda",7.83,0.46,1973,2018
197,"FA016","FA016",89.71,23.68,"Rajbari","Rajbari Sadar",8.02,0.46,1973,2019
198,"JE010","JE010",89.24,22.96,"Jessore","Manirampur",7.74,0.46,1973,2018
199,"PA019","PA019",89.45,23.94,"Pabna","Sujanagar",10.9,0.45,1973,2018
200,"CM005","CM005",91.07,23.57,"Comilla","Burichang",7.67,0.3,1973,2019
201,"PA022","PA022",89.67,24.14,"Sirajganj","Shahjadpur",10.46,0.39,1973,2018
202,"FA020","FA020",89.96,23.4,"Faridpur","Bhanga",6.35,0.53,1973,2019
203,"PA021","PA021",89.65,23.83,"Pabna","Bera",10.46,0.3,1973,2018
204,"CM004","CM004",91.11,23.55,"Comilla","Burichang",8.14,0.3,1973,2019
205,"CM002","CM002",91.15,23.58,"Comilla","Burichang",5.62,0.46,1973,2019
206,"PA027","PA027",89.66,24.58,"Sirajganj","Sirajganj Sadar",11.9,0.45,1973,2018
207,"PA024","PA024",89.59,24.34,"Sirajganj","Ullahpara",12.81,0.3,1973,2018
208,"PA023","PA023",89.51,24.31,"Sirajganj","Ullahpara",12.21,0.3,1973,2018
209,"PA026","PA026",89.38,24.51,"Sirajganj","Tarash",14.8,0.03,1973,2018
210,"NA001","NA001",91.45,23.21,"Feni","Parshuram",12.18,0.46,1973,2018
211,"KT009","KT009",88.97,24.12,"Kushtia","Bheramara",14.72,0.46,1973,2018
212,"KT010","KT010",88.95,24.11,"Kushtia","Bheramara",14.77,0.46,1973,2018
213,"KT008","KT008",88.97,24.12,"Kushtia","Bheramara",14.59,0.3,1973,2018
214,"PA030","PA030",89.15,24.14,"Pabna","Ishwardi",15.9,0.46,1973,2018
215,"NA003","NA003",91.39,22.98,"Feni","Fenisadar",6.85,0.38,1973,2018
216,"CM008","CM008",90.91,23.48,"Comilla","Chandina",6.46,0.46,1973,2018
217,"PA032","PA032",89.07,24.03,"Pabna","Ishwardi",16.56,0.4,1973,2018
218,"BO010","BO010",89.08,24.81,"Bogra","Adamdighi",14.21,0.38,1973,2018
219,"DH001","DH001",90.28,23.63,"Munshiganj","Serajdikhan",7.17,0.74,1966,2011
220,"BO014","BO014",89.26,24.79,"Bogra","Kahaloo",17.38,0.38,1973,2018
221,"TA005","TA005",89.94,24.05,"Tangail","Nagarpur",10.93,0.46,1971,2016
222,"BO013","BO013",89.51,24.82,"Bogra","Gabtali",15.87,0.61,1973,2018
223,"MY026","MY026",90.77,24.86,"Netrakona","Netrokona Sadar",12,0.46,1974,2019
224,"DH058","DH058",90.32,24.21,"Gazipur","Kaliakair",13,0.24,1974,2018
225,"RJ097","RJ097",88.69,24.34,"Rajshahi","Charghat",17.57,0.38,1974,2018
226,"RJ094","RJ094",88.68,24.38,"Rajshahi","Paba",11.8,0.38,1974,2018
227,"RJ096","RJ096",88.68,24.38,"Rajshahi","Paba",18.27,0.32,1974,2018
228,"RJ091","RJ091",88.32,24.51,"Rajshahi","Godagari",29.46,0.25,1974,2018
229,"RJ093","RJ093",88.46,24.49,"Rajshahi","Godagari",20.74,0.45,1974,2018
230,"RJ092","RJ092",88.38,24.52,"Rajshahi","Godagari",23.02,0.45,1974,2018
231,"KH006","KH006",89.62,22.78,"Khulna","Rupsa",3.73,0.46,1973,2017
232,"CM009","CM009",91.16,23.25,"Comilla","Laksam",7.24,0.38,1973,2017
233,"RJ031_0","RJ031",88.83,24.42,"Rajshahi","Puthia",15.68,0.45,1965,2009
234,"CM014","CM014",90.9,23.33,"Chandpur","Kachua",5.45,0.38,1974,2019
235,"BO009","BO009",89.25,24.86,"Bogra","Kahaloo",16.24,0.32,1973,2017
236,"RA-49","RA-49",89.26,25.95,"Lalmonirhat","Kaliganj",40.4,0.56,1974,2018
237,"JE006_1","JE006",89.42,23.47,"Magura","Magura Sadar",7.61,0.46,1966,2010
238,"FA025","FA025",90.27,23.2,"Madaripur","Madaripur Sadar",3.9,0.5,1975,2019
239,"FA028","FA028",89.77,23.4,"Faridpur","Nagarkanda",7.27,0.46,1975,2019
240,"RJ099","RJ099",88.74,24.28,"Rajshahi","Charghat",18.34,0.45,1974,2018
241,"DI061","DI061",88.52,25.7,"Dinajpur","Biral",37.7,0.35,1974,2018
242,"MY014_1","MY014",90.93,24.27,"Kishoreganj","Nikli",7.1,0.46,1974,2018
243,"JE008","JE008",89.05,23.14,"Jessore","Jhikargachha",8.6,0.43,1973,2017
244,"BA003","BA003",90.52,22.84,"Barisal","Mehendiganj",3.06,0.25,1975,2019
245,"SY071","SY071",91.75,24.94,"Sylhet","Kotwali",10.5,0.46,1975,2019
246,"CM015","CM015",90.85,23.3,"Chandpur","Hajiganj",5.02,0.46,1975,2019
247,"DH061","DH061",90.68,23.74,"Narayanganj","Araihazar",6.62,0.46,1974,2018
248,"JA011","JA011",89.98,24.99,"Sherpur","Sherpur Sadar",18.95,0.46,1975,2019
249,"FA024","FA024",90.45,23.2,"Shariatpur","Bhedarganj",6.98,0.56,1975,2018
250,"TA013","TA013",89.89,24.56,"Tangail","Gopalpur",18.02,0.46,1974,2018
251,"CT015","CT015",91.56,22.75,"Chittagong","Mirsharai",7.02,0.53,1974,2018
252,"SY070","SY070",92.17,24.85,"Sylhet","Beanibazar",13.7,0.73,1975,2018
253,"MY042","MY042",90.88,24.65,"Netrakona","Kendua",9.92,0.41,1974,2017
254,"DH062","DH062",90.26,23.53,"Munshiganj","Sreenagar",9.14,0.45,1975,2019
255,"FA023","FA023",90.38,23.3,"Shariatpur","Naria",5.85,0.58,1975,2018
256,"CM022","CM022",90.73,23.54,"Comilla","Daudkandi",5,0.46,1974,2018
257,"CM021","CM021",90.74,23.53,"Comilla","Daudkandi",6.22,0.3,1975,2018
258,"JE009","JE009",88.8,23.32,"Jhenaidah","Maheshpur",8.65,0.46,1975,2018
259,"KT011","KT011",88.78,23.93,"Meherpur","Gangni",13.37,0.46,1975,2018
260,"NA009","NA009",90.87,22.96,"Lakshmipur","Lakshmipursadar",6.83,0.34,1975,2019
261,"JE019","JE019",88.9,23.36,"Jhenaidah","Maheshpur",10.29,0.46,1975,2018
262,"JE013","JE013",88.97,23.14,"Jessore","Sharsha",7.33,0.46,1975,2018
263,"DH063","DH063",90.36,23.59,"Munshiganj","Serajdikhan",7.37,0.46,1975,2019
264,"BA002","BA002",90.22,22.97,"Barisal","Gaurnadi",3.74,0.57,1975,2018
265,"JE012","JE012",89.19,22.88,"Jessore","Keshabpur",3.96,0.46,1975,2018
266,"SY074","SY074",91.69,24.92,"Sunamganj","Chhatak",11,0.7,1975,2018
267,"JE016","JE016",89.38,23.5,"Magura","Magura Sadar",6.22,0.46,1975,2018
268,"JE020","JE020",89.16,23.48,"Jhenaidah","Jhenaidah Sadar",10.08,0.46,1975,2018
269,"JE014","JE014",89.28,23.26,"Jessore","Bagherpara",5.99,0.46,1975,2018
270,"BA009","BA009",90.21,22.82,"Barisal","Banaripara",2.14,0.3,1975,2019
271,"RJ052_2","RJ052",88.54,25.01,"Naogaon","Porsha",20.06,0.45,1975,2018
272,"RJ100","RJ100",88.23,24.49,"Nawabganj","Nawabganj Sadar",21.1,0.4,1975,2018
273,"CM019","CM019",90.75,23.34,"Chandpur","Matlab",6.1,0.46,1974,2018
274,"SY005_1","SY005",91.62,24.17,"Habiganj","Chunarughat",37,0.46,1975,2018
275,"DI062","DI062",88.25,25.95,"Thakurgaon","Ranisankail",44.4,0.28,1975,2018
276,"FA027","FA027",89.91,23.12,"Gopalganj","Gopalganj Sadar",5.22,0.46,1975,2019
277,"FA030","FA030",90.07,23.02,"Gopalganj","Kotalipara",5.39,0.56,1975,2019
278,"MY032_1","MY032",90.6,24.79,"Mymensingh","Gauripur",11.41,0.46,1975,2018
279,"NA011","NA011",91.09,22.17,"Noakhali","Hatiya",3.22,0.3,1975,2018
280,"MY078","MY078",90.7,24.91,"Netrakona","Netrokona Sadar",13,0.46,1975,2019
281,"SY076","SY076",91.44,24.52,"Habiganj","Baniachong",8.2,0.46,1975,2019
282,"CT012_1","CT012",91.94,22.47,"Chittagong","Raozan",9.08,0.46,1972,2015
283,"MY059","MY059",90.32,24.57,"Mymensingh","Fulbaria",11.25,0.46,1975,2019
284,"DI051_1","DI051",88.43,26.06,"Thakurgaon","Thakurgaon Sadar",57,0.54,1967,2010
285,"MY037","MY037",91.1,24.84,"Netrakona","Mohanganj",7,0.46,1975,2018
286,"NA010","NA010",90.97,22.76,"Noakhali","Noakhali Sadar (Sudharam)",5.85,0.38,1976,2019
287,"DH067","DH067",89.8,23.86,"Manikganj","Shibalaya",11.07,0.46,1976,2019
288,"DH082","DH082",90.63,23.66,"Narayanganj","Sonargaon",6.59,0.71,1976,2019
